gs://cloud-ml-data/img/flower_photos/roses/4625089819_55c45a189c.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4644336779_acd973528c.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4648680921_80dfc4f12a.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4654893119_45d232016b.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/466486216_ab13b55763.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4675532860_890504a4a3_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4684127262_6c3346188d.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4694341873_65fe187a4e_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4702438868_278b9cf41c_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4713531680_1110a2fa07_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4713533500_fcc295de70_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4723876257_d87b781986.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4724951744_61877ec101_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4731069260_b270f47803_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4735314389_94fe1b2a9f_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4754734410_94d98463a5.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/475936554_a2b38aaa8e.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/475947979_554062a608_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4764674741_82b8f93359_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4765063233_f64440c20b.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4797595918_79887b1229_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4804011140_7defedf4b7_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4809566219_88f9a1aea3.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/483444865_65962cea07_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4860145119_b1c3cbaa4e_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4881402397_1c664af2f7_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/488849503_63a290a8c2_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4900231976_f8ced2b42a_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4910094611_8c7170fc95_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4918137796_21f0922b0c_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4921988677_e2eb0c9a24_m.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/494803274_f84f21d53a.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4951581805_b049304f1b_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4979895172_ca06eba616.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/4998708839_c53ee536a8_n.jpg,roses
gs://cloud-ml-data/img/flower_photos/roses/5050969148_a0090f762a.jpg,roses
